phone,axes,first_with,with_without,first_without
ɑ,Smooth - Rough_or_not_smooth,++0.1704,8.106e-05,++0.3302
ɑ,Ugly - Beautiful,++0.2051,0.0006565,++0.02295
ɪ,Angular - Round,++0.04267,6.81e-11,2.931e-06
ɪ,Bad - Good,1.905e-07,++0.0629,3.329e-06
ɪ,Cold - Hot,5.963e-05,4.47e-11,2.461e-11
ɪ,Complex - Simple,++0.009129,6.27e-06,++0.2917
ɪ,Cowardly - Brave,++0.08688,++0.04445,++0.01979
ɪ,Dangerous - Secure,1.455e-24,1.661e-07,1.202e-33
ɪ,Dark - Luminous,++0.04064,7.303e-13,1.659e-06
ɪ,Difficult - Easy,++0.0299,3.638e-08,1.862e-05
ɪ,Evil - Benign,1.473e-15,++0.2119,1.195e-14
ɪ,Faded - Bright,++0.01229,++0.1708,++0.03352
ɪ,Feeble - Strong,1.074e-17,5.969e-09,2.219e-27
ɪ,Masculine - Feminine,++0.1003,7.944e-27,4.526e-09
ɪ,Passive - Active,++0.1177,2.695e-49,7.212e-08
ɪ,Quiet - Loud,0.0001071,7.712e-10,1.494e-10
ɪ,Rough - Tender,3.499e-05,5.893e-16,++0.3124
ɪ,Sad - Joyful,++0.3547,3.332e-13,++0.003375
ɪ,Short - Long,4.337e-10,6.94e-24,1.07e-24
ɪ,Slow - Quick,1.919e-32,1.44e-10,3.647e-45
ɪ,Small - Big,1.316e-07,7.753e-07,3.94e-13
ɪ,Smooth - Rough_or_not_smooth,3.461e-10,4.517e-47,1.101e-33
ɪ,Ugly - Beautiful,++0.03684,3.226e-08,3.565e-05
ɹ,Angular - Round,++0.001265,++0.006723,1.485e-06
ɹ,Bad - Good,++0.007672,++0.07997,++0.0317
ɹ,Cold - Hot,1.325e-10,++0.04989,9.768e-10
ɹ,Complex - Simple,++0.003453,++0.08403,8.928e-05
ɹ,Cowardly - Brave,7.631e-05,4.367e-10,++0.3248
ɹ,Dangerous - Secure,7.088e-08,0.0002315,9.376e-05
ɹ,Dark - Luminous,++0.03138,++0.1714,++0.08343
ɹ,Difficult - Easy,9.044e-05,++0.01794,2.432e-08
ɹ,Evil - Benign,++0.002141,++0.2925,0.0002321
ɹ,Faded - Bright,5.193e-11,++0.0309,1.201e-09
ɹ,Feeble - Strong,++0.00278,++0.06877,++0.01715
ɹ,Masculine - Feminine,1.153e-12,++0.4874,1.148e-14
ɹ,Passive - Active,1.526e-12,++0.03224,1.689e-18
ɹ,Quiet - Loud,++0.177,7.683e-10,++0.006969
ɹ,Rough - Tender,++0.0616,3.569e-06,7.215e-06
ɹ,Sad - Joyful,++0.4632,9.923e-09,0.0002186
ɹ,Short - Long,2.662e-13,++0.01366,3.591e-19
ɹ,Slow - Quick,++0.3919,++0.08941,++0.3191
ɹ,Small - Big,++0.3092,++0.02331,++0.04431
ɹ,Smooth - Rough_or_not_smooth,0.000211,1.116e-18,2.717e-20
ɹ,Ugly - Beautiful,3.282e-09,++0.01708,1.145e-14
ɛ,Angular - Round,++0.4875,6.061e-08,++0.002274
ɛ,Bad - Good,9.68e-12,0.0006803,4.541e-20
ɛ,Cold - Hot,++0.04147,++0.0199,++0.001436
ɛ,Complex - Simple,++0.4555,++0.4341,++0.4177
ɛ,Cowardly - Brave,0.0003235,++0.01756,8.245e-07
ɛ,Dangerous - Secure,++0.3705,++0.2925,++0.2548
ɛ,Dark - Luminous,7.707e-12,++0.001085,2.208e-19
ɛ,Difficult - Easy,++0.1613,++0.0884,++0.3258
ɛ,Evil - Benign,++0.4431,0.0006069,++0.05917
ɛ,Faded - Bright,++0.005335,0.0001397,++0.1845
ɛ,Feeble - Strong,++0.2668,++0.2489,++0.3621
ɛ,Masculine - Feminine,++0.03423,++0.009987,0.0005488
ɛ,Passive - Active,4.55e-06,++0.02335,8.818e-05
ɛ,Quiet - Loud,5.345e-05,++0.03087,1.197e-07
ɛ,Rough - Tender,2.734e-07,++0.05719,2.772e-10
ɛ,Sad - Joyful,9.053e-13,++0.09656,4.642e-13
ɛ,Short - Long,1.143e-05,3.07e-06,2.125e-12
ɛ,Slow - Quick,3.216e-09,++0.0527,2.121e-13
ɛ,Small - Big,6.608e-21,++0.07654,4.132e-21
ɛ,Smooth - Rough_or_not_smooth,++0.05582,1.646e-07,++0.2064
ɛ,Ugly - Beautiful,2.463e-06,++0.007265,4.391e-05
æ,Angular - Round,++0.04625,9.461e-06,++0.496
æ,Bad - Good,++0.1929,++0.002118,++0.3627
æ,Cold - Hot,++0.001334,++0.01669,2.545e-05
æ,Complex - Simple,++0.03064,1.252e-10,++0.2309
æ,Cowardly - Brave,++0.2616,0.0002753,++0.01655
æ,Dangerous - Secure,++0.2612,++0.03965,++0.4726
æ,Dark - Luminous,++0.01066,++0.004474,0.0002189
æ,Difficult - Easy,++0.02033,++0.0176,++0.001169
æ,Evil - Benign,++0.2175,++0.3332,++0.2446
æ,Faded - Bright,++0.07122,++0.001789,++0.4008
æ,Feeble - Strong,++0.03449,0.0002237,++0.3489
æ,Masculine - Feminine,++0.3415,++0.003812,++0.257
æ,Passive - Active,1.002e-09,++0.3717,2.813e-10
æ,Quiet - Loud,++0.06378,++0.02285,++0.2171
æ,Rough - Tender,++0.01175,++0.003359,0.0002156
æ,Sad - Joyful,++0.4239,5.968e-07,++0.02633
æ,Short - Long,++0.2125,8.868e-14,4.675e-05
æ,Slow - Quick,++0.07729,5.723e-07,++0.3111
æ,Small - Big,++0.03092,++0.004876,++0.1934
æ,Smooth - Rough_or_not_smooth,7.239e-05,++0.128,0.0001836
æ,Ugly - Beautiful,++0.001775,4.993e-06,3.225e-07
uː,Angular - Round,++1.0,++0.04883,++1.0
uː,Bad - Good,++1.0,++0.008195,++1.0
uː,Cold - Hot,++1.0,++0.07844,++1.0
uː,Complex - Simple,++1.0,++0.1974,++1.0
uː,Cowardly - Brave,++1.0,++0.157,++1.0
uː,Dangerous - Secure,++1.0,++0.1744,++1.0
uː,Dark - Luminous,++1.0,++0.1465,++1.0
uː,Difficult - Easy,++1.0,++0.002065,++1.0
uː,Evil - Benign,++1.0,++0.1655,++1.0
uː,Faded - Bright,++1.0,++0.04276,++1.0
uː,Feeble - Strong,++1.0,++0.1315,++1.0
uː,Masculine - Feminine,++1.0,++0.1469,++1.0
uː,Passive - Active,++1.0,0.000403,++1.0
uː,Quiet - Loud,++1.0,++0.4811,++1.0
uː,Rough - Tender,++1.0,++0.05085,++1.0
uː,Sad - Joyful,++1.0,++0.003458,++1.0
uː,Short - Long,++1.0,++0.02222,++1.0
uː,Slow - Quick,++1.0,++0.4719,++1.0
uː,Small - Big,++1.0,++0.2705,++1.0
uː,Smooth - Rough_or_not_smooth,++1.0,++0.4208,++1.0
uː,Ugly - Beautiful,++1.0,++0.3976,++1.0
aː,Angular - Round,++1.0,++1.0,++1.0
aː,Bad - Good,++1.0,++1.0,++1.0
aː,Cold - Hot,++1.0,++1.0,++1.0
aː,Complex - Simple,++1.0,++1.0,++1.0
aː,Cowardly - Brave,++1.0,++1.0,++1.0
aː,Dangerous - Secure,++1.0,++1.0,++1.0
aː,Dark - Luminous,++1.0,++1.0,++1.0
aː,Difficult - Easy,++1.0,++1.0,++1.0
aː,Evil - Benign,++1.0,++1.0,++1.0
aː,Faded - Bright,++1.0,++1.0,++1.0
aː,Feeble - Strong,++1.0,++1.0,++1.0
aː,Masculine - Feminine,++1.0,++1.0,++1.0
aː,Passive - Active,++1.0,++1.0,++1.0
aː,Quiet - Loud,++1.0,++1.0,++1.0
aː,Rough - Tender,++1.0,++1.0,++1.0
aː,Sad - Joyful,++1.0,++1.0,++1.0
aː,Short - Long,++1.0,++1.0,++1.0
aː,Slow - Quick,++1.0,++1.0,++1.0
aː,Small - Big,++1.0,++1.0,++1.0
aː,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
aː,Ugly - Beautiful,++1.0,++1.0,++1.0
ɜː,Angular - Round,++1.0,++0.1173,++1.0
ɜː,Bad - Good,++1.0,++0.4582,++1.0
ɜː,Cold - Hot,++1.0,++0.03859,++1.0
ɜː,Complex - Simple,++1.0,++0.2074,++1.0
ɜː,Cowardly - Brave,++1.0,++0.2636,++1.0
ɜː,Dangerous - Secure,++1.0,++0.05067,++1.0
ɜː,Dark - Luminous,++1.0,++0.4652,++1.0
ɜː,Difficult - Easy,++1.0,++0.2728,++1.0
ɜː,Evil - Benign,++1.0,++0.2509,++1.0
ɜː,Faded - Bright,++1.0,++0.2495,++1.0
ɜː,Feeble - Strong,++1.0,++0.1925,++1.0
ɜː,Masculine - Feminine,++1.0,++0.007552,++1.0
ɜː,Passive - Active,++1.0,++0.0438,++1.0
ɜː,Quiet - Loud,++1.0,++0.3042,++1.0
ɜː,Rough - Tender,++1.0,++0.2511,++1.0
ɜː,Sad - Joyful,++1.0,++0.0797,++1.0
ɜː,Short - Long,++1.0,++0.00359,++1.0
ɜː,Slow - Quick,++1.0,4.972e-05,++1.0
ɜː,Small - Big,++1.0,++0.1855,++1.0
ɜː,Smooth - Rough_or_not_smooth,++1.0,++0.08774,++1.0
ɜː,Ugly - Beautiful,++1.0,++0.1903,++1.0
ɔː,Angular - Round,++1.0,++0.3908,++1.0
ɔː,Bad - Good,++1.0,++0.03319,++1.0
ɔː,Cold - Hot,++1.0,++0.06542,++1.0
ɔː,Complex - Simple,++1.0,++0.1484,++1.0
ɔː,Cowardly - Brave,++1.0,6.602e-06,++1.0
ɔː,Dangerous - Secure,++1.0,++0.02711,++1.0
ɔː,Dark - Luminous,++1.0,++0.4988,++1.0
ɔː,Difficult - Easy,++1.0,++0.01232,++1.0
ɔː,Evil - Benign,++1.0,++0.005493,++1.0
ɔː,Faded - Bright,++1.0,++0.108,++1.0
ɔː,Feeble - Strong,++1.0,3.233e-08,++1.0
ɔː,Masculine - Feminine,++1.0,++0.005236,++1.0
ɔː,Passive - Active,++1.0,++0.001018,++1.0
ɔː,Quiet - Loud,++1.0,0.0008261,++1.0
ɔː,Rough - Tender,++1.0,0.0005001,++1.0
ɔː,Sad - Joyful,++1.0,++0.4454,++1.0
ɔː,Short - Long,++1.0,++0.2728,++1.0
ɔː,Slow - Quick,++1.0,++0.286,++1.0
ɔː,Small - Big,++1.0,0.0006351,++1.0
ɔː,Smooth - Rough_or_not_smooth,++1.0,++0.4585,++1.0
ɔː,Ugly - Beautiful,++1.0,++0.2143,++1.0
ai,Angular - Round,++1.0,++1.0,++1.0
ai,Bad - Good,++1.0,++1.0,++1.0
ai,Cold - Hot,++1.0,++1.0,++1.0
ai,Complex - Simple,++1.0,++1.0,++1.0
ai,Cowardly - Brave,++1.0,++1.0,++1.0
ai,Dangerous - Secure,++1.0,++1.0,++1.0
ai,Dark - Luminous,++1.0,++1.0,++1.0
ai,Difficult - Easy,++1.0,++1.0,++1.0
ai,Evil - Benign,++1.0,++1.0,++1.0
ai,Faded - Bright,++1.0,++1.0,++1.0
ai,Feeble - Strong,++1.0,++1.0,++1.0
ai,Masculine - Feminine,++1.0,++1.0,++1.0
ai,Passive - Active,++1.0,++1.0,++1.0
ai,Quiet - Loud,++1.0,++1.0,++1.0
ai,Rough - Tender,++1.0,++1.0,++1.0
ai,Sad - Joyful,++1.0,++1.0,++1.0
ai,Short - Long,++1.0,++1.0,++1.0
ai,Slow - Quick,++1.0,++1.0,++1.0
ai,Small - Big,++1.0,++1.0,++1.0
ai,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
ai,Ugly - Beautiful,++1.0,++1.0,++1.0
eə,Angular - Round,++1.0,0.0004073,++1.0
eə,Bad - Good,++1.0,++0.1852,++1.0
eə,Cold - Hot,++1.0,0.0006233,++1.0
eə,Complex - Simple,++1.0,++0.08493,++1.0
eə,Cowardly - Brave,++1.0,++0.3478,++1.0
eə,Dangerous - Secure,++1.0,++0.3966,++1.0
eə,Dark - Luminous,++1.0,++0.08802,++1.0
eə,Difficult - Easy,++1.0,++0.05443,++1.0
eə,Evil - Benign,++1.0,++0.1159,++1.0
eə,Faded - Bright,++1.0,0.0006082,++1.0
eə,Feeble - Strong,++1.0,++0.009045,++1.0
eə,Masculine - Feminine,++1.0,++0.07216,++1.0
eə,Passive - Active,++1.0,7.004e-05,++1.0
eə,Quiet - Loud,++1.0,++0.1818,++1.0
eə,Rough - Tender,++1.0,++0.001728,++1.0
eə,Sad - Joyful,++1.0,++0.1767,++1.0
eə,Short - Long,++1.0,++0.4022,++1.0
eə,Slow - Quick,++1.0,0.0003616,++1.0
eə,Small - Big,++1.0,++0.001523,++1.0
eə,Smooth - Rough_or_not_smooth,++1.0,++0.1081,++1.0
eə,Ugly - Beautiful,++1.0,++0.3,++1.0
aʊ,Angular - Round,++1.0,0.0003325,++1.0
aʊ,Bad - Good,++1.0,++0.2384,++1.0
aʊ,Cold - Hot,++1.0,++0.176,++1.0
aʊ,Complex - Simple,++1.0,++0.2351,++1.0
aʊ,Cowardly - Brave,++1.0,++0.212,++1.0
aʊ,Dangerous - Secure,++1.0,++0.2513,++1.0
aʊ,Dark - Luminous,++1.0,0.0008032,++1.0
aʊ,Difficult - Easy,++1.0,++0.33,++1.0
aʊ,Evil - Benign,++1.0,++0.01514,++1.0
aʊ,Faded - Bright,++1.0,++0.197,++1.0
aʊ,Feeble - Strong,++1.0,++0.188,++1.0
aʊ,Masculine - Feminine,++1.0,++0.323,++1.0
aʊ,Passive - Active,++1.0,9.162e-05,++1.0
aʊ,Quiet - Loud,++1.0,1.663e-10,++1.0
aʊ,Rough - Tender,++1.0,6.663e-05,++1.0
aʊ,Sad - Joyful,++1.0,++0.1139,++1.0
aʊ,Short - Long,++1.0,++0.03794,++1.0
aʊ,Slow - Quick,++1.0,++0.312,++1.0
aʊ,Small - Big,++1.0,8.147e-07,++1.0
aʊ,Smooth - Rough_or_not_smooth,++1.0,++0.3679,++1.0
aʊ,Ugly - Beautiful,++1.0,++0.3631,++1.0
ʊə,Angular - Round,++1.0,++1.0,++1.0
ʊə,Bad - Good,++1.0,++1.0,++1.0
ʊə,Cold - Hot,++1.0,++1.0,++1.0
ʊə,Complex - Simple,++1.0,++1.0,++1.0
ʊə,Cowardly - Brave,++1.0,++1.0,++1.0
ʊə,Dangerous - Secure,++1.0,++1.0,++1.0
ʊə,Dark - Luminous,++1.0,++1.0,++1.0
ʊə,Difficult - Easy,++1.0,++1.0,++1.0
ʊə,Evil - Benign,++1.0,++1.0,++1.0
ʊə,Faded - Bright,++1.0,++1.0,++1.0
ʊə,Feeble - Strong,++1.0,++1.0,++1.0
ʊə,Masculine - Feminine,++1.0,++1.0,++1.0
ʊə,Passive - Active,++1.0,++1.0,++1.0
ʊə,Quiet - Loud,++1.0,++1.0,++1.0
ʊə,Rough - Tender,++1.0,++1.0,++1.0
ʊə,Sad - Joyful,++1.0,++1.0,++1.0
ʊə,Short - Long,++1.0,++1.0,++1.0
ʊə,Slow - Quick,++1.0,++1.0,++1.0
ʊə,Small - Big,++1.0,++1.0,++1.0
ʊə,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
ʊə,Ugly - Beautiful,++1.0,++1.0,++1.0
ɔi,Angular - Round,++1.0,++1.0,++1.0
ɔi,Bad - Good,++1.0,++1.0,++1.0
ɔi,Cold - Hot,++1.0,++1.0,++1.0
ɔi,Complex - Simple,++1.0,++1.0,++1.0
ɔi,Cowardly - Brave,++1.0,++1.0,++1.0
ɔi,Dangerous - Secure,++1.0,++1.0,++1.0
ɔi,Dark - Luminous,++1.0,++1.0,++1.0
ɔi,Difficult - Easy,++1.0,++1.0,++1.0
ɔi,Evil - Benign,++1.0,++1.0,++1.0
ɔi,Faded - Bright,++1.0,++1.0,++1.0
ɔi,Feeble - Strong,++1.0,++1.0,++1.0
ɔi,Masculine - Feminine,++1.0,++1.0,++1.0
ɔi,Passive - Active,++1.0,++1.0,++1.0
ɔi,Quiet - Loud,++1.0,++1.0,++1.0
ɔi,Rough - Tender,++1.0,++1.0,++1.0
ɔi,Sad - Joyful,++1.0,++1.0,++1.0
ɔi,Short - Long,++1.0,++1.0,++1.0
ɔi,Slow - Quick,++1.0,++1.0,++1.0
ɔi,Small - Big,++1.0,++1.0,++1.0
ɔi,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
ɔi,Ugly - Beautiful,++1.0,++1.0,++1.0
əʊ,Angular - Round,++1.0,3.25e-10,++1.0
əʊ,Bad - Good,++1.0,++0.2839,++1.0
əʊ,Cold - Hot,++1.0,++0.002462,++1.0
əʊ,Complex - Simple,++1.0,++0.03451,++1.0
əʊ,Cowardly - Brave,++1.0,++0.2033,++1.0
əʊ,Dangerous - Secure,++1.0,1.984e-12,++1.0
əʊ,Dark - Luminous,++1.0,++0.002415,++1.0
əʊ,Difficult - Easy,++1.0,1.516e-11,++1.0
əʊ,Evil - Benign,++1.0,1.311e-06,++1.0
əʊ,Faded - Bright,++1.0,0.000888,++1.0
əʊ,Feeble - Strong,++1.0,++0.001479,++1.0
əʊ,Masculine - Feminine,++1.0,++0.002081,++1.0
əʊ,Passive - Active,++1.0,4.024e-10,++1.0
əʊ,Quiet - Loud,++1.0,1.964e-06,++1.0
əʊ,Rough - Tender,++1.0,0.000348,++1.0
əʊ,Sad - Joyful,++1.0,++0.007076,++1.0
əʊ,Short - Long,++1.0,5.777e-19,++1.0
əʊ,Slow - Quick,++1.0,3.172e-19,++1.0
əʊ,Small - Big,++1.0,++0.02166,++1.0
əʊ,Smooth - Rough_or_not_smooth,++1.0,++0.002397,++1.0
əʊ,Ugly - Beautiful,++1.0,0.0003792,++1.0
ei,Angular - Round,++1.0,++1.0,++1.0
ei,Bad - Good,++1.0,++1.0,++1.0
ei,Cold - Hot,++1.0,++1.0,++1.0
ei,Complex - Simple,++1.0,++1.0,++1.0
ei,Cowardly - Brave,++1.0,++1.0,++1.0
ei,Dangerous - Secure,++1.0,++1.0,++1.0
ei,Dark - Luminous,++1.0,++1.0,++1.0
ei,Difficult - Easy,++1.0,++1.0,++1.0
ei,Evil - Benign,++1.0,++1.0,++1.0
ei,Faded - Bright,++1.0,++1.0,++1.0
ei,Feeble - Strong,++1.0,++1.0,++1.0
ei,Masculine - Feminine,++1.0,++1.0,++1.0
ei,Passive - Active,++1.0,++1.0,++1.0
ei,Quiet - Loud,++1.0,++1.0,++1.0
ei,Rough - Tender,++1.0,++1.0,++1.0
ei,Sad - Joyful,++1.0,++1.0,++1.0
ei,Short - Long,++1.0,++1.0,++1.0
ei,Slow - Quick,++1.0,++1.0,++1.0
ei,Small - Big,++1.0,++1.0,++1.0
ei,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
ei,Ugly - Beautiful,++1.0,++1.0,++1.0
iə,Angular - Round,++1.0,++0.1372,++1.0
iə,Bad - Good,++1.0,++0.06382,++1.0
iə,Cold - Hot,++1.0,4.194e-14,++1.0
iə,Complex - Simple,++1.0,++0.1528,++1.0
iə,Cowardly - Brave,++1.0,++0.002631,++1.0
iə,Dangerous - Secure,++1.0,++0.03404,++1.0
iə,Dark - Luminous,++1.0,++0.4599,++1.0
iə,Difficult - Easy,++1.0,++0.1936,++1.0
iə,Evil - Benign,++1.0,++0.1728,++1.0
iə,Faded - Bright,++1.0,++0.005096,++1.0
iə,Feeble - Strong,++1.0,++0.4587,++1.0
iə,Masculine - Feminine,++1.0,++0.01011,++1.0
iə,Passive - Active,++1.0,3.98e-08,++1.0
iə,Quiet - Loud,++1.0,++0.07636,++1.0
iə,Rough - Tender,++1.0,++0.4853,++1.0
iə,Sad - Joyful,++1.0,++0.4622,++1.0
iə,Short - Long,++1.0,++0.01409,++1.0
iə,Slow - Quick,++1.0,++0.1762,++1.0
iə,Small - Big,++1.0,++0.2926,++1.0
iə,Smooth - Rough_or_not_smooth,++1.0,++0.2388,++1.0
iə,Ugly - Beautiful,++1.0,++0.2965,++1.0
iː,Angular - Round,++1.0,++0.08319,++1.0
iː,Bad - Good,++1.0,++0.00837,++1.0
iː,Cold - Hot,++1.0,0.0001812,++1.0
iː,Complex - Simple,++1.0,++0.003168,++1.0
iː,Cowardly - Brave,++1.0,++0.009679,++1.0
iː,Dangerous - Secure,++1.0,5.681e-05,++1.0
iː,Dark - Luminous,++1.0,++0.07271,++1.0
iː,Difficult - Easy,++1.0,++0.05181,++1.0
iː,Evil - Benign,++1.0,0.0002977,++1.0
iː,Faded - Bright,++1.0,++0.01166,++1.0
iː,Feeble - Strong,++1.0,++0.2739,++1.0
iː,Masculine - Feminine,++1.0,2.767e-05,++1.0
iː,Passive - Active,++1.0,++0.02671,++1.0
iː,Quiet - Loud,++1.0,5.238e-06,++1.0
iː,Rough - Tender,++1.0,++0.2748,++1.0
iː,Sad - Joyful,++1.0,0.0009333,++1.0
iː,Short - Long,++1.0,++0.07485,++1.0
iː,Slow - Quick,++1.0,4.826e-05,++1.0
iː,Small - Big,++1.0,3.775e-05,++1.0
iː,Smooth - Rough_or_not_smooth,++1.0,++0.001528,++1.0
iː,Ugly - Beautiful,++1.0,++0.09863,++1.0
dʒ,Angular - Round,++1.0,++0.003015,++1.0
dʒ,Bad - Good,++1.0,++0.0831,++1.0
dʒ,Cold - Hot,++1.0,++0.06238,++1.0
dʒ,Complex - Simple,++1.0,7.344e-05,++1.0
dʒ,Cowardly - Brave,++1.0,3.986e-06,++1.0
dʒ,Dangerous - Secure,++1.0,++0.1358,++1.0
dʒ,Dark - Luminous,++1.0,++0.1764,++1.0
dʒ,Difficult - Easy,++1.0,++0.4047,++1.0
dʒ,Evil - Benign,++1.0,++0.4038,++1.0
dʒ,Faded - Bright,++1.0,2.722e-05,++1.0
dʒ,Feeble - Strong,++1.0,++0.04863,++1.0
dʒ,Masculine - Feminine,++1.0,++0.3112,++1.0
dʒ,Passive - Active,++1.0,++0.2751,++1.0
dʒ,Quiet - Loud,++1.0,++0.009265,++1.0
dʒ,Rough - Tender,++1.0,8.801e-05,++1.0
dʒ,Sad - Joyful,++1.0,5.212e-05,++1.0
dʒ,Short - Long,++1.0,++0.09497,++1.0
dʒ,Slow - Quick,++1.0,++0.176,++1.0
dʒ,Small - Big,++1.0,++0.1519,++1.0
dʒ,Smooth - Rough_or_not_smooth,++1.0,1.519e-10,++1.0
dʒ,Ugly - Beautiful,++1.0,4.646e-08,++1.0
tʃ,Angular - Round,++1.0,++0.002796,++1.0
tʃ,Bad - Good,++1.0,0.0003948,++1.0
tʃ,Cold - Hot,++1.0,++0.02114,++1.0
tʃ,Complex - Simple,++1.0,++0.02313,++1.0
tʃ,Cowardly - Brave,++1.0,++0.02539,++1.0
tʃ,Dangerous - Secure,++1.0,9.735e-06,++1.0
tʃ,Dark - Luminous,++1.0,++0.02102,++1.0
tʃ,Difficult - Easy,++1.0,++0.2161,++1.0
tʃ,Evil - Benign,++1.0,0.0004526,++1.0
tʃ,Faded - Bright,++1.0,++0.004679,++1.0
tʃ,Feeble - Strong,++1.0,0.0006552,++1.0
tʃ,Masculine - Feminine,++1.0,++0.2129,++1.0
tʃ,Passive - Active,++1.0,++0.01072,++1.0
tʃ,Quiet - Loud,++1.0,++0.09767,++1.0
tʃ,Rough - Tender,++1.0,++0.2733,++1.0
tʃ,Sad - Joyful,++1.0,8.664e-05,++1.0
tʃ,Short - Long,++1.0,0.0003715,++1.0
tʃ,Slow - Quick,++1.0,++0.1887,++1.0
tʃ,Small - Big,++1.0,++0.002894,++1.0
tʃ,Smooth - Rough_or_not_smooth,++1.0,++0.01891,++1.0
tʃ,Ugly - Beautiful,++1.0,9.516e-05,++1.0
ɑː,Angular - Round,++1.0,++0.001527,++1.0
ɑː,Bad - Good,++1.0,6.279e-09,++1.0
ɑː,Cold - Hot,++1.0,++0.346,++1.0
ɑː,Complex - Simple,++1.0,++0.3378,++1.0
ɑː,Cowardly - Brave,++1.0,6.51e-12,++1.0
ɑː,Dangerous - Secure,++1.0,1.075e-12,++1.0
ɑː,Dark - Luminous,++1.0,++0.03939,++1.0
ɑː,Difficult - Easy,++1.0,0.0004492,++1.0
ɑː,Evil - Benign,++1.0,3.88e-07,++1.0
ɑː,Faded - Bright,++1.0,4.272e-05,++1.0
ɑː,Feeble - Strong,++1.0,1.826e-10,++1.0
ɑː,Masculine - Feminine,++1.0,++0.2899,++1.0
ɑː,Passive - Active,++1.0,++0.02454,++1.0
ɑː,Quiet - Loud,++1.0,++0.02934,++1.0
ɑː,Rough - Tender,++1.0,++0.2002,++1.0
ɑː,Sad - Joyful,++1.0,++0.07542,++1.0
ɑː,Short - Long,++1.0,9.076e-10,++1.0
ɑː,Slow - Quick,++1.0,1.069e-07,++1.0
ɑː,Small - Big,++1.0,++0.002077,++1.0
ɑː,Smooth - Rough_or_not_smooth,++1.0,0.0001066,++1.0
ɑː,Ugly - Beautiful,++1.0,0.0001262,++1.0
