phone,axes,first_with,with_without,first_without
ʃ,Slow - Quick,++0.4072,++0.3378,++0.3066
ʃ,Small - Big,0.0004608,2.615e-06,++0.2133
ʃ,Smooth - Rough_or_not_smooth,++0.3639,++0.2503,++0.1909
ʃ,Ugly - Beautiful,++0.2159,++0.3085,++0.2726
ʒ,Angular - Round,++1.0,++1.0,++1.0
ʒ,Bad - Good,++1.0,++1.0,++1.0
ʒ,Cold - Hot,++1.0,++1.0,++1.0
ʒ,Complex - Simple,++1.0,++1.0,++1.0
ʒ,Cowardly - Brave,++1.0,++1.0,++1.0
ʒ,Dangerous - Secure,++1.0,++1.0,++1.0
ʒ,Dark - Luminous,++1.0,++1.0,++1.0
ʒ,Difficult - Easy,++1.0,++1.0,++1.0
ʒ,Evil - Benign,++1.0,++1.0,++1.0
ʒ,Faded - Bright,++1.0,++1.0,++1.0
ʒ,Feeble - Strong,++1.0,++1.0,++1.0
ʒ,Masculine - Feminine,++1.0,++1.0,++1.0
ʒ,Passive - Active,++1.0,++1.0,++1.0
ʒ,Quiet - Loud,++1.0,++1.0,++1.0
ʒ,Rough - Tender,++1.0,++1.0,++1.0
ʒ,Sad - Joyful,++1.0,++1.0,++1.0
ʒ,Short - Long,++1.0,++1.0,++1.0
ʒ,Slow - Quick,++1.0,++1.0,++1.0
ʒ,Small - Big,++1.0,++1.0,++1.0
ʒ,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
ʒ,Ugly - Beautiful,++1.0,++1.0,++1.0
x,Angular - Round,++0.004912,++0.09299,++0.01278
x,Bad - Good,++0.00295,++0.2003,1.314e-05
x,Cold - Hot,++0.1446,++0.1095,++0.00637
x,Complex - Simple,++0.04102,++0.1481,++0.001008
x,Cowardly - Brave,++0.006041,++0.3071,0.0001275
x,Dangerous - Secure,++0.1342,++0.2336,++0.03729
x,Dark - Luminous,++0.13,++0.05032,++0.446
x,Difficult - Easy,++0.005571,++0.2587,9.712e-05
x,Evil - Benign,++0.0603,0.0001932,1.131e-07
x,Faded - Bright,++0.07515,++0.3413,++0.06914
x,Feeble - Strong,++0.2531,0.0002347,2.456e-05
x,Masculine - Feminine,++0.1273,++0.02601,++0.4369
x,Passive - Active,++0.06789,++0.06725,++0.2474
x,Quiet - Loud,++0.1634,++0.05143,++0.4079
x,Rough - Tender,++0.125,++0.009507,++0.2686
x,Sad - Joyful,++0.01245,++0.2995,0.0005102
x,Short - Long,++0.1733,++0.06143,++0.4829
x,Slow - Quick,++0.00293,++0.001998,3.118e-09
x,Small - Big,++0.09434,++0.07727,++0.3049
x,Smooth - Rough_or_not_smooth,++0.01568,++0.3965,++0.004713
x,Ugly - Beautiful,++0.415,5.21e-06,0.0001017
ɢ,Angular - Round,++0.1861,++0.2335,++0.271
ɢ,Bad - Good,++0.05433,++0.173,++0.1229
ɢ,Cold - Hot,++0.4748,++0.008108,++0.05107
ɢ,Complex - Simple,++0.1302,++0.4682,++0.1071
ɢ,Cowardly - Brave,++0.1793,++0.1189,++0.3882
ɢ,Dangerous - Secure,++0.4523,++0.4049,++0.4858
ɢ,Dark - Luminous,++0.148,++0.05314,++0.4399
ɢ,Difficult - Easy,++0.2531,++0.4951,++0.2358
ɢ,Evil - Benign,++0.4882,++0.02234,++0.06944
ɢ,Faded - Bright,++0.3607,++0.163,++0.3811
ɢ,Feeble - Strong,++0.1253,++0.07057,++0.3893
ɢ,Masculine - Feminine,++0.03464,++0.3167,++0.03644
ɢ,Passive - Active,++0.01354,++0.08385,++0.04945
ɢ,Quiet - Loud,++0.0853,++0.3617,++0.08346
ɢ,Rough - Tender,++0.3179,++0.1054,++0.3827
ɢ,Sad - Joyful,++0.2253,++0.2833,++0.2854
ɢ,Short - Long,++0.3382,++0.1627,++0.4236
ɢ,Slow - Quick,++0.1799,++0.00382,++0.1877
ɢ,Small - Big,++0.1621,++0.2372,++0.0391
ɢ,Smooth - Rough_or_not_smooth,++0.4197,++0.2491,++0.2343
ɢ,Ugly - Beautiful,++0.3542,++0.2341,++0.4761
h,Angular - Round,++0.4939,++0.003046,++0.02233
h,Bad - Good,0.000274,4.244e-09,++0.425
h,Cold - Hot,++0.04281,++0.3429,++0.01549
h,Complex - Simple,++0.03574,7.356e-07,++0.08714
h,Cowardly - Brave,++0.1941,0.0008718,++0.109
h,Dangerous - Secure,0.000335,1.082e-09,++0.4707
h,Dark - Luminous,++0.1472,++0.001484,++0.1512
h,Difficult - Easy,++0.002036,6.058e-06,++0.4336
h,Evil - Benign,++0.02795,4.481e-09,++0.04558
h,Faded - Bright,2.147e-06,2.324e-06,++0.02051
h,Feeble - Strong,++0.03584,++0.3433,++0.03486
h,Masculine - Feminine,++0.04393,0.0001852,++0.3065
h,Passive - Active,++0.4646,++0.001814,++0.02223
h,Quiet - Loud,++0.1896,0.0009362,++0.1792
h,Rough - Tender,++0.3878,++0.3045,++0.2282
h,Sad - Joyful,++0.4512,0.0002119,++0.01189
h,Short - Long,++0.1142,++0.00355,++0.3138
h,Slow - Quick,++0.4274,++0.001108,++0.02409
h,Small - Big,5.109e-05,1.46e-10,++0.3905
h,Smooth - Rough_or_not_smooth,++0.1307,++0.4772,++0.1035
h,Ugly - Beautiful,++0.05815,++0.3336,++0.0541
m,Angular - Round,++0.3387,++0.1791,++0.4338
m,Bad - Good,++0.08538,++0.03602,++0.001478
m,Cold - Hot,++0.1934,++0.2831,++0.07823
m,Complex - Simple,++0.03725,++0.07707,++0.1586
m,Cowardly - Brave,++0.3257,++0.03241,++0.1842
m,Dangerous - Secure,++0.2791,++0.1333,++0.05559
m,Dark - Luminous,++0.225,++0.001383,0.0005847
m,Difficult - Easy,++0.07228,++0.2653,++0.1141
m,Evil - Benign,++0.4387,++0.1116,++0.2315
m,Faded - Bright,++0.0188,++0.4412,++0.01072
m,Feeble - Strong,++0.1844,++0.01363,++0.2704
m,Masculine - Feminine,++0.2072,++0.416,++0.2048
m,Passive - Active,++0.0216,++0.06966,0.000183
m,Quiet - Loud,++0.4971,++0.217,++0.284
m,Rough - Tender,++0.3709,++0.003772,++0.05115
m,Sad - Joyful,++0.0571,++0.2113,++0.106
m,Short - Long,++0.1119,++0.07794,++0.3571
m,Slow - Quick,0.0007089,++0.03235,++0.008683
m,Small - Big,++0.09756,0.0001095,++0.07417
m,Smooth - Rough_or_not_smooth,++0.1927,++0.3748,++0.2352
m,Ugly - Beautiful,++0.44,0.0004421,++0.007687
n,Angular - Round,++0.4017,++0.08737,++0.197
n,Bad - Good,++0.2219,++0.1461,++0.3885
n,Cold - Hot,++0.3883,++0.3371,++0.3161
n,Complex - Simple,++0.4163,++0.03852,++0.1344
n,Cowardly - Brave,++0.1187,++0.05866,++0.02426
n,Dangerous - Secure,++0.1356,++0.1666,++0.2625
n,Dark - Luminous,++0.1265,++0.009498,++0.0116
n,Difficult - Easy,++0.3042,++0.2927,++0.2082
n,Evil - Benign,++0.02844,++0.1159,++0.07733
n,Faded - Bright,++0.03882,0.000176,++0.4617
n,Feeble - Strong,9.692e-07,++0.06378,7.038e-06
n,Masculine - Feminine,++0.38,++0.002918,++0.05052
n,Passive - Active,++0.4372,++0.005529,++0.08671
n,Quiet - Loud,++0.2592,++0.1735,++0.4224
n,Rough - Tender,++0.144,++0.2292,++0.07432
n,Sad - Joyful,++0.05543,++0.1217,++0.01438
n,Short - Long,++0.4273,++0.1173,++0.1999
n,Slow - Quick,++0.01163,++0.001566,++0.1795
n,Small - Big,0.0006916,1.145e-12,++0.4508
n,Smooth - Rough_or_not_smooth,++0.2346,4.823e-05,++0.1196
n,Ugly - Beautiful,++0.001728,++0.01194,++0.02498
l,Angular - Round,++1.0,++0.2094,++1.0
l,Bad - Good,++1.0,++0.0581,++1.0
l,Cold - Hot,++1.0,++0.003513,++1.0
l,Complex - Simple,++1.0,3.098e-06,++1.0
l,Cowardly - Brave,++1.0,++0.06939,++1.0
l,Dangerous - Secure,++1.0,0.0006832,++1.0
l,Dark - Luminous,++1.0,++0.4772,++1.0
l,Difficult - Easy,++1.0,2.725e-06,++1.0
l,Evil - Benign,++1.0,0.0005587,++1.0
l,Faded - Bright,++1.0,0.0001448,++1.0
l,Feeble - Strong,++1.0,2.367e-05,++1.0
l,Masculine - Feminine,++1.0,++0.1561,++1.0
l,Passive - Active,++1.0,++0.09052,++1.0
l,Quiet - Loud,++1.0,++0.1461,++1.0
l,Rough - Tender,++1.0,++0.08685,++1.0
l,Sad - Joyful,++1.0,++0.1924,++1.0
l,Short - Long,++1.0,++0.3358,++1.0
l,Slow - Quick,++1.0,1.481e-05,++1.0
l,Small - Big,++1.0,++0.2944,++1.0
l,Smooth - Rough_or_not_smooth,++1.0,++0.007713,++1.0
l,Ugly - Beautiful,++1.0,2.546e-07,++1.0
r,Angular - Round,++1.0,++1.0,++1.0
r,Bad - Good,++1.0,++1.0,++1.0
r,Cold - Hot,++1.0,++1.0,++1.0
r,Complex - Simple,++1.0,++1.0,++1.0
r,Cowardly - Brave,++1.0,++1.0,++1.0
r,Dangerous - Secure,++1.0,++1.0,++1.0
r,Dark - Luminous,++1.0,++1.0,++1.0
r,Difficult - Easy,++1.0,++1.0,++1.0
r,Evil - Benign,++1.0,++1.0,++1.0
r,Faded - Bright,++1.0,++1.0,++1.0
r,Feeble - Strong,++1.0,++1.0,++1.0
r,Masculine - Feminine,++1.0,++1.0,++1.0
r,Passive - Active,++1.0,++1.0,++1.0
r,Quiet - Loud,++1.0,++1.0,++1.0
r,Rough - Tender,++1.0,++1.0,++1.0
r,Sad - Joyful,++1.0,++1.0,++1.0
r,Short - Long,++1.0,++1.0,++1.0
r,Slow - Quick,++1.0,++1.0,++1.0
r,Small - Big,++1.0,++1.0,++1.0
r,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
r,Ugly - Beautiful,++1.0,++1.0,++1.0
j,Angular - Round,++1.0,++0.00156,++1.0
j,Bad - Good,++1.0,++0.1548,++1.0
j,Cold - Hot,++1.0,++0.09557,++1.0
j,Complex - Simple,++1.0,++0.3915,++1.0
j,Cowardly - Brave,++1.0,0.0001921,++1.0
j,Dangerous - Secure,++1.0,++0.1299,++1.0
j,Dark - Luminous,++1.0,++0.003706,++1.0
j,Difficult - Easy,++1.0,++0.02174,++1.0
j,Evil - Benign,++1.0,++0.09803,++1.0
j,Faded - Bright,++1.0,7.573e-07,++1.0
j,Feeble - Strong,++1.0,++0.3092,++1.0
j,Masculine - Feminine,++1.0,++0.0153,++1.0
j,Passive - Active,++1.0,++0.01103,++1.0
j,Quiet - Loud,++1.0,++0.1519,++1.0
j,Rough - Tender,++1.0,++0.05305,++1.0
j,Sad - Joyful,++1.0,2.434e-08,++1.0
j,Short - Long,++1.0,++0.2141,++1.0
j,Slow - Quick,++1.0,1.757e-09,++1.0
j,Small - Big,++1.0,1.007e-08,++1.0
j,Smooth - Rough_or_not_smooth,++1.0,3.148e-06,++1.0
j,Ugly - Beautiful,++1.0,1.351e-08,++1.0
ɾ,Angular - Round,++0.007336,++0.1998,++0.01113
ɾ,Bad - Good,++0.3876,0.0003882,++0.2088
ɾ,Cold - Hot,++0.3589,++0.06621,++0.1907
ɾ,Complex - Simple,++0.3042,++0.3094,++0.3734
ɾ,Cowardly - Brave,++0.4724,7.409e-05,++0.1175
ɾ,Dangerous - Secure,++0.3809,++0.2141,++0.4977
ɾ,Dark - Luminous,++0.1488,++0.3995,++0.1205
ɾ,Difficult - Easy,++0.4142,++0.3851,++0.3821
ɾ,Evil - Benign,++0.4713,++0.1672,++0.3295
ɾ,Faded - Bright,++0.3905,++0.06423,++0.2055
ɾ,Feeble - Strong,++0.1116,++0.009685,++0.01971
ɾ,Masculine - Feminine,++0.008726,++0.0156,0.0006109
ɾ,Passive - Active,++0.03666,++0.05178,++0.009487
ɾ,Quiet - Loud,++0.05397,++0.0074,++0.2253
ɾ,Rough - Tender,++0.2819,++0.005573,++0.4158
ɾ,Sad - Joyful,++0.2754,++0.3581,++0.3225
ɾ,Short - Long,++0.131,++0.3095,++0.1599
ɾ,Slow - Quick,++0.477,++0.266,++0.3863
ɾ,Small - Big,++0.294,6.063e-09,++0.006944
ɾ,Smooth - Rough_or_not_smooth,++0.1066,8.099e-06,++0.4661
ɾ,Ugly - Beautiful,++0.2344,6.447e-05,++0.2668
ŝ,Angular - Round,++1.0,++1.0,++1.0
ŝ,Bad - Good,++1.0,++1.0,++1.0
ŝ,Cold - Hot,++1.0,++1.0,++1.0
ŝ,Complex - Simple,++1.0,++1.0,++1.0
ŝ,Cowardly - Brave,++1.0,++1.0,++1.0
ŝ,Dangerous - Secure,++1.0,++1.0,++1.0
ŝ,Dark - Luminous,++1.0,++1.0,++1.0
ŝ,Difficult - Easy,++1.0,++1.0,++1.0
ŝ,Evil - Benign,++1.0,++1.0,++1.0
ŝ,Faded - Bright,++1.0,++1.0,++1.0
ŝ,Feeble - Strong,++1.0,++1.0,++1.0
ŝ,Masculine - Feminine,++1.0,++1.0,++1.0
ŝ,Passive - Active,++1.0,++1.0,++1.0
ŝ,Quiet - Loud,++1.0,++1.0,++1.0
ŝ,Rough - Tender,++1.0,++1.0,++1.0
ŝ,Sad - Joyful,++1.0,++1.0,++1.0
ŝ,Short - Long,++1.0,++1.0,++1.0
ŝ,Slow - Quick,++1.0,++1.0,++1.0
ŝ,Small - Big,++1.0,++1.0,++1.0
ŝ,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
ŝ,Ugly - Beautiful,++1.0,++1.0,++1.0
æː,Angular - Round,++1.0,++1.0,++1.0
æː,Bad - Good,++1.0,++1.0,++1.0
æː,Cold - Hot,++1.0,++1.0,++1.0
æː,Complex - Simple,++1.0,++1.0,++1.0
æː,Cowardly - Brave,++1.0,++1.0,++1.0
æː,Dangerous - Secure,++1.0,++1.0,++1.0
æː,Dark - Luminous,++1.0,++1.0,++1.0
æː,Difficult - Easy,++1.0,++1.0,++1.0
æː,Evil - Benign,++1.0,++1.0,++1.0
æː,Faded - Bright,++1.0,++1.0,++1.0
æː,Feeble - Strong,++1.0,++1.0,++1.0
æː,Masculine - Feminine,++1.0,++1.0,++1.0
æː,Passive - Active,++1.0,++1.0,++1.0
æː,Quiet - Loud,++1.0,++1.0,++1.0
æː,Rough - Tender,++1.0,++1.0,++1.0
æː,Sad - Joyful,++1.0,++1.0,++1.0
æː,Short - Long,++1.0,++1.0,++1.0
æː,Slow - Quick,++1.0,++1.0,++1.0
æː,Small - Big,++1.0,++1.0,++1.0
æː,Smooth - Rough_or_not_smooth,++1.0,++1.0,++1.0
æː,Ugly - Beautiful,++1.0,++1.0,++1.0
